youtube_id,description_en,acquired_from,description_ar,recording_date,location_latitude,location_longitude,weapons,location,reference_code,type_of_violation
,Casualties of chemical attack,Nidaa Al Sham Media Association,ضحايا القصف الكيماوي,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1074,Use of illegal weapons
,Symptoms of those injured in the chemical attack,Nidaa Al Sham Media Association,اعراض الاصابات بالغاز السام على المدنيين,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1075,Use of illegal weapons
,Symptoms of children injured in the chemical attack,Nidaa Al Sham Media Association,اعراض الاصابات بالغاز السام على الأطفال,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1076,Use of illegal weapons
,Casualty of the chemical attack,Amjd Hasan who is a citizen journalist in Harasta Media Center,اصابة شاب نتيجة القصف الكيماوي,2013-08-21 00:00:00+00:00,33.566963,36.36672,[<Weapon: Chemical Weapons>],DAMASCUS : Harasta nahiyah,CW_1100,Use of illegal weapons
,Testimony of one of the injured,Amjd Hasan who is a citizen journalist in Harasta Media Center,مصاب بالغازات الكيماوية التي سقطت على الغوطة الشرقية. يتكلم المصاب عن الحالة التي يشعربها بعد الإصابة من غباش في الرؤيا وأعراض التعرض للكيماوي,2013-08-21 00:00:00+00:00,33.566963,36.36672,[<Weapon: Chemical Weapons>],DAMASCUS : Harasta nahiyah,CW_1101,Use of illegal weapons
,Women and children injured by the chemical attack,Amjd Hasan who is a citizen journalist in Harasta Media Center,الإصابات في صفوف النساء و الأطفال نتيجة القصف بالكيماوي وطفلة تشرح ما تشعر به من أعراض,2013-08-21 00:00:00+00:00,33.566963,36.36672,[<Weapon: Chemical Weapons>],DAMASCUS : Harasta nahiyah,CW_1102,Use of illegal weapons
,Casualties of the chemical attack in Harasta medical office,Amjd Hasan who is a citizen journalist in Harasta Media Center,استقبال المصابين بالغاز الكيماوي في المكتب الطبي لمدينة حرستا,2013-08-21 00:00:00+00:00,33.566963,36.36672,[<Weapon: Chemical Weapons>],DAMASCUS : Harasta nahiyah,CW_1103,Use of illegal weapons
,Body of one of the victims of the chemical attack in Harasta medical office.,Amjd Hasan who is a citizen journalist in Harasta Media Center,أثار التعرض للغاز الكيماوي على جسم المتوفي الموجود في المكتب الطبي لمدينة حرستا.,2013-08-21 00:00:00+00:00,33.566963,36.36672,[<Weapon: Chemical Weapons>],DAMASCUS : Harasta nahiyah,CW_1104,Use of illegal weapons
,Body of one of the victims of the chemical attack in Harasta medical office.,Amjd Hasan who is a citizen journalist in Harasta Media Center,أثار الإصابة بالغاز الكيماوي على مصاب شاب. يلاحظ تضيق الحدقات لدى المصابين وخروج سائل يغطي العينين. فحص الشاب في المكتب الطبي لمدينة حرستا. ,2013-08-21 00:00:00+00:00,33.566963,36.36672,[<Weapon: Chemical Weapons>],DAMASCUS : Harasta nahiyah,CW_1105,Use of illegal weapons
,Casualty of chemical attack,Coordinating Hazzeh,ضحايا الهجمات الكيماوية,2013-08-21 00:00:00+00:00,33.5188698,36.3647745,[<Weapon: Chemical Weapons>],DAMASCUS : Hazzah,CW_1107,Use of illegal weapons
,Casualties of the chemical attack in Jobar,HAMMORIAFOREVER who is a citizen journalist from the united media offices in Eastern Ghouta,يظهر الفيديو ضحايا القصف الكيماوي في جوبر بريف دمشق,2013-08-21 00:00:00+00:00,33.531162,36.336808,[<Weapon: Chemical Weapons>],DAMASCUS : Jobar,CW_1110,Use of illegal weapons
,"Casualties of the chemical attack in Jobar, including children",HAMMORIAFOREVER who is a citizen journalist from the united media offices in Eastern Ghouta,يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي على جوبر,2013-08-21 00:00:00+00:00,33.531162,36.336808,[<Weapon: Chemical Weapons>],DAMASCUS : Jobar,CW_1111,Use of illegal weapons
,"Casualties of the chemical attack in Jobar, including child",HAMMORIAFOREVER who is a citizen journalist from the united media offices in Eastern Ghouta,حالات اختناق لأطفال نتيجة تعرضهم للإصابة بالغاز الكيماوي,2013-08-21 00:00:00+00:00,33.531162,36.336808,[<Weapon: Chemical Weapons>],DAMASCUS : Jobar,CW_1112,Use of illegal weapons
,"Casualties of the chemical attack in Jobar, including women and children","Hamouda Syria, citizen journalist in Jobar",يظهر الفيديو ضحايا أطفال، نساء وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي,2013-08-21 00:00:00+00:00,33.531162,36.336808,[<Weapon: Chemical Weapons>],DAMASCUS : Jobar,CW_1113,Use of illegal weapons
,"Casualties of the chemical attack in Jobar, including women and children","Hamouda Syria, citizen journalist in Jobar",يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي,2013-08-21 00:00:00+00:00,33.531162,36.336808,[<Weapon: Chemical Weapons>],DAMASCUS : Jobar,CW_1114,Use of illegal weapons
,"Casualties of the chemical attack in Jobar, including children","Hamouda Syria, citizen journalist in Jobar",يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي على جوبر,2013-08-21 00:00:00+00:00,33.531162,36.336808,[<Weapon: Chemical Weapons>],DAMASCUS : Jobar,CW_1115,Use of illegal weapons
,Casualties of the chemical attack including children,Jobar Media Center,إصابة أطفال و مدنيين جراء القصف الكيماوي,2013-08-21 00:00:00+00:00,33.531162,36.336808,[<Weapon: Chemical Weapons>],DAMASCUS : Jobar,CW_1116,Use of illegal weapons
,Casualties of the chemical attack on Erbin and Ayn Terma,Kafar Batna Coordinating Committee,مصابين نتيجة القصف الكيماوي على عين ترما و زملكا,2013-08-21 00:00:00+00:00,33.514295,36.373479,[<Weapon: Chemical Weapons>],DAMASCUS : Kafar Batna,CW_1119,Use of illegal weapons
,Child casualty of the chemical attack,Kafar Batna Coordinating Committee,محاولة إسعاف طفل أصيب نتيجة القصف الكيماوي,2013-08-21 00:00:00+00:00,33.514295,36.373479,[<Weapon: Chemical Weapons>],DAMASCUS : Kafar Batna,CW_1120,Use of illegal weapons
,Witness to the chemical attack in Damascus,Mleiha Medical Office,شاهد على القصف الكيماوي في دمشق,2013-08-21 00:00:00+00:00,33.48724,36.369338,[<Weapon: Chemical Weapons>],DAMASCUS : Mleiha,CW_1182,Use of illegal weapons
,Casualties of the chemical attack on Erbin and Ayn Terma,Mleiha Medical Office,اسعاف المصابين بالغازات الكيماوية من زملكا وعين ترما,2013-08-21 00:00:00+00:00,33.48724,36.369338,[<Weapon: Chemical Weapons>],DAMASCUS : Mleiha,CW_1183,Use of illegal weapons
,"Casualties of the chemical attack on Saqba, including women and children",Mleiha Medical Office,يظهر الفيديو طفل مصاب بالكيماوي من مدينة سقبا ومصابين آخرين رجال ونساء,2013-08-21 00:00:00+00:00,33.48724,36.369338,[<Weapon: Chemical Weapons>],DAMASCUS : Mleiha,CW_1184,Use of illegal weapons
,"Casualties of the chemical attack in Muadamiyat al-Sham, including children",Coordinating Muadamiyat al-Sham City,ضحايا الهجمات الكيماوية في معضمية الشام. رجل بالغ وطفل,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1186,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Muadamiyat al-Sham City,ضحايا الهجمات الكيماوية,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1187,Use of illegal weapons
,Dozens of casualties of the chemical attack in Muadamiyat al-Sham,Coordinating Muadamiyat al-Sham City,انتشار جثث الضحايا و الاصابات في شوارع معضمية الشام,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1188,Use of illegal weapons
,Symptoms of the chemical attack,Muadamiyah Popular Council,اعراض الاصابات بالغاز السام,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1189,Use of illegal weapons
,Casualties of the chemical attack including children,Muadamiyah Popular Council,الضحايا من الاطفال و الرجال نتيجة الغازات السامة,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1190,Use of illegal weapons
,Casualties of the chemical attack,Muadamiyah Popular Council,ضحايا مدنيين جراء القصف الكيماوي,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1191,Use of illegal weapons
,Casualty of the chemical attack on Muadamiyat al-Sham,Muadamiyah Popular Council,رجل يحتضر جراء اصابته بالغازات الكيماوية في معضمية الشام,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1192,Use of illegal weapons
,Identification of casualties of the chemical attack in Muadamiyat al-Sham,Muadamiyah Popular Council,ضحايا القصف بالغازات الكيماوية في معضمية الشام. أسماء الضحايا تظهر في الفيديو ,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1193,Use of illegal weapons
,"Casualties of the chemical attack in Muadamiyat al-Sham, including children",Muadamiyah Popular Council,يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي على معضمية الشام,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1194,Use of illegal weapons
,Casualties of the chemical attack in Muadamiyat al-Sham,Muadamiyah Popular Council,يظهر الفيديو ضحايا الغازات السامة نتيجة القصف الكيماوي على معضمية الشام,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1197,Use of illegal weapons
,Casualties of the chemical attack in Muadamiyat al-Sham,Muadamiyah Popular Council,يظهر الفيديو ضحايا الغازات السامة نتيجة القصف الكيماوي على معضمية الشام,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1199,Use of illegal weapons
,"Casualties of the chemical attack in Muadamiyat al-Sham, including children. The recorder said that there were attacks by MiG followed the chemical attack.",Muadamiyah Popular Council,يظهر الفيديو ضحايا الغازات السامة نتيجة القصف الكيماوي على معضمية الشام. يتكلم المصور عن غارات جوية بطيران الميغ بعد القصف الكيماوي.,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1200,Use of illegal weapons
,Casualties of the chemical attack,Muadamiyat al-Sham Media Center,ضحايا القصف الكيماوي,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1203,Use of illegal weapons
,Casualties of the chemical attack,Muadamiyat al-Sham Media Center,ضحايا القصف الكيماوي,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1204,Use of illegal weapons
,Casualties of the chemical attack,Muadamiyat al-Sham Media Center,الاصابات ضمن المدنيين جراء القصف الكيماوي,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1205,Use of illegal weapons
,"Casualties of the chemical attack in Muadamiyat al-Sham, including children",Muadamiyat al-Sham Media Center,ضحايا القصف الكيماوي في معظمية الشام,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1206,Use of illegal weapons
,First video of casualties of the chemical attack in Muadamiyat al-Sham,Muadamiyat al-Sham Media Center,معضمية الشام افيديو الأولي للإصابات في صفوف المدنيين بالأسلحة الكيماوية,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1209,Use of illegal weapons
,Casualties of the chemical attack in field hospital in Muadamiyat al-Sham,Muadamiyat al-Sham Media Center,اسعاف المصابين في المشفى الميداني,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1210,Use of illegal weapons
,Casualties of the chemical attack,Muadamiyat al-Sham Media Center,الاصابات في صفوف الاهالي جراء استهداف المدينة بلمواد الكيميائية,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1211,Use of illegal weapons
,Casualties of the chemical attack,Muadamiyat al-Sham Media Center,توافد الاصابات جراء القصف بالأسلحة الكيماوية,2013-08-21 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1212,Use of illegal weapons
,Testimony of field hospital doctor on chemical attack,Coordinating Saqba City,طبيب ميداني يتحدث عن الأعراض الناجمة عن القصف الكيماوي,2013-08-21 00:00:00+00:00,33.5184752,36.3799215,[<Weapon: Chemical Weapons>],DAMASCUS : Saqba,CW_1214,Use of illegal weapons
,Child casualty of chemical attack in Muadamiyat al-Sham,Coordinating Saqba City,طفل مصاب بالغازات السامه,2013-08-21 00:00:00+00:00,33.5184752,36.3799215,[<Weapon: Chemical Weapons>],DAMASCUS : Saqba,CW_1215,Use of illegal weapons
,Child casualty of chemical attack in Muadamiyat al-Sham,Coordinating Saqba City,اسعاف طفل في احدى المشافي الميدانية,2013-08-21 00:00:00+00:00,33.5184752,36.3799215,[<Weapon: Chemical Weapons>],DAMASCUS : Saqba,CW_1216,Use of illegal weapons
,Casualties of the chemical attack.,Coordinating Saqba City,إصابات نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5184752,36.3799215,[<Weapon: Chemical Weapons>],DAMASCUS : Saqba,CW_1217,Use of illegal weapons
,"Casualties of the chemical attack, including children",Coordinating Saqba City,إصابات لرجال وأطفال نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5184752,36.3799215,[<Weapon: Chemical Weapons>],DAMASCUS : Saqba,CW_1218,Use of illegal weapons
,Child casualty of chemical attack in Muadamiyat al-Sham,Saqba Media Center,اسعاف احد المصابين من الأطفال جراء المواد الكيميائية,2013-08-21 00:00:00+00:00,33.5184752,36.3799215,[<Weapon: Chemical Weapons>],DAMASCUS : Saqba,CW_1219,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Kafar Batna Media Center,إصابات نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1287,Use of illegal weapons
,Child casualty of the chemical attack,Coordinating Kafar Batna Media Center,إصابة طفل صغير بالغازات الكيماوية,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1288,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Kafar Batna Media Center,إصابات نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1289,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Kafar Batna Media Center,إصابات نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1290,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Kafar Batna Media Center,إصابات نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1291,Use of illegal weapons
,"Casualties of the chemical attack, including children",Coordinating Kafar Batna Media Center,إصابات لأطفال وبالغين نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1292,Use of illegal weapons
,"Casualties of the chemical attack, including children",Coordinating Kafar Batna Media Center,إصابات لأطفال وبالغين نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1293,Use of illegal weapons
,"Casualties of the chemical attack, including children",Coordinating Kafar Batna Media Center,إصابات لأطفال وبالغين نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1294,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Kafar Batna Media Center,إصابات نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1295,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Kafar Batna Media Center,ضحايا القصف الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1296,Use of illegal weapons
,Casualties of the chemical attack on Zamalka,Coordinating Saqba City,اسعاف المصابين بالقصف الكيماوي في زملكا,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1299,Use of illegal weapons
,Casualties of the chemical attack on Zamalka,Coordinating Saqba City,ضحايا الهجمات الكيماوية على زملكا,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1300,Use of illegal weapons
,Casualties of the chemical attack on Zamalka,Coordinating Saqba City,ضحايا الهجمات الكيماوية على زملكا,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1301,Use of illegal weapons
,Casualties of the chemical attack,Free Duma Network,اعراض الاصابة بالغازات السامة على المدنيين,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1302,Use of illegal weapons
,Casualties of the chemical attack,Free Duma Network,ضحايا القصف الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1303,Use of illegal weapons
,One of the rockets used in the chemical attack in Zamalka,Hadi who is a citizen journalist in Damascus Suburbs,أحد الصواريخ الكيماوية التي سقطت في منطقة زملكا,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1304,Use of illegal weapons
,Child casualty of the chemical attack,Hadi who is a citizen journalist in Damascus Suburbs,محاولة انقاذ طفل,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1305,Use of illegal weapons
,Child casualties of the chemical attack,Local Coordinating Committee Duma,اصابة أطفال نتيجة القصف بالسلاح الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1306,Use of illegal weapons
,"Casualties of the chemical attack on Zamalka, Jobar and Ayn Terma",Local Coordinating Committee Duma,حالات الإختناق والاغماء نتيجة استنشاق الغازات السامة التي تم ضربها على مدن زملكا وجوبر وعين ترما,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1307,Use of illegal weapons
,Child casualty of chemical attack in Muadamiyat al-Sham,Local Coordinating Committee Duma,طفلة متأثرة باستنشاق الغازات السامة,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1308,Use of illegal weapons
,"Casualties of the chemical attack on Zamalka, Jobar and Ayn Terma",Local Coordinating Committee Duma,الحالات التي وصلت الى مدينة دوما نتيجة استهداف مدن زملكا وجوبر وعين ترما,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1309,Use of illegal weapons
,"Casualties of the chemical attack on Zamalka, Jobar and Ayn Terma",Local Coordinating Committee Duma,حالات الإختناق والاغماء نتيجة استنشاق الغازات السامة التي تم ضربها على مدن زملكا وجوبر وعين ترما,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1310,Use of illegal weapons
,Interview with survivors of the chemical attack,Nidaa Al Sham Media Association,مقابلة مع أحد ناجين القصف الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1316,Use of illegal weapons
,Casualties of the chemical attack,S.R.C.C Damascus suburb,إسعاف المصابين نتيجة التأثر بالغاز الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1317,Use of illegal weapons
,Casualties of the chemical attack,S.R.C.C Damascus suburb,شاب مصاب نتيجة القصف الكيماوي,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1318,Use of illegal weapons
,Citizen journalist report on the chemical attack in Damascus,S.R.C.C Damascus suburb,مراسل ميداني يشرح تفاصيل الحادثة بعد القصف الكيماوي على دمشق,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1319,Use of illegal weapons
,Witness testimony on the chemical attack in Damascus,UnKnown,شاهد على القصف الكيماوي في دمشق,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1321,Use of illegal weapons
,Child casualty of the chemical attack,UnKnown,إصابة طفل صغير بالغازات الكيماوية,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1322,Use of illegal weapons
,"Mohammed Tikriti, 13, killed in the chemical attack",VDC,شهادة الطفل محمد تكريتي 13 عام,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1323,Use of illegal weapons
,Casualties of the chemical attack in field hospital in Zamalka,VDC,شهاادة مصاب في نقطة طبية في زملكا,2013-08-21 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1324,Use of illegal weapons
,One of the casualties of the chemical attack,Abu Shadi who is a citizen reporter in Duma fieled hospital,اسعاف احد المصابين بالغازات الكيماوية,2013-08-16 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1062,Use of illegal weapons
,Remains of rocket,Mohammad Alfateh who is a citizen reporter in Duma,بقايا الصاروخ المحمل بمواد كيماوية,2013-08-05 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1008,Use of illegal weapons
,Remains of rocket,Abu Baraa who is a citizen reporter,بقايا الصاروخ المحمل بمواد كيماوية,2013-08-05 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1009,Use of illegal weapons
,Remains of rocket,Abu Baraa who is a citizen reporter,بقايا الصاروخ المحمل بمواد كيماوية,2013-08-05 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1010,Use of illegal weapons
,Casualties of the chemical attack in Adra were transfered to Duma medical office,United medical office in Duma," إسعاف حالات إختناق وإختلاجات بسبب التعرض لغازات سامة وهذه الأعراض هي أعراض الإصابات بالكيماوي
حيث دخل نقطة الإسعاف في دوما أكثر من عشرة مصابين بأعراض الكيماوي أتو من مدينة عدرا البلد",2013-08-05 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1019,Use of illegal weapons
,Casualties of the chemical attack,Abu Shadi who is a citizen reporter in Duma fieled hospital,"توافدت إلى قسم الاسعاف المركزي التابع للمكتب الطبي الموحد لمدينة دوما
مباشرة بعد صلاة فجر يوم الاثنين أعداد كبيرة من حالات اختناق
مترافقة بخفقان ودوار ووزيز ،وبعضها مترافق بآلام بطنية وغثيان واقياء وتشوش
رؤيا ومفرزات قصبية مائية غزيرة بيضاء وحدقات تميل للاتساع،وقد تجاوزعدد
الحالات أربعمئة حالة ( أكثرها من الأطفال والنساء ).",2013-08-05 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1061,Use of illegal weapons
,Casualties of the chemical attack,Shaam Network S.N.N, حالات اختناق جراء القصف العنيف بالغازات السامة ,2013-07-05 00:00:00+00:00,34.745732,36.720042,[<Weapon: Chemical Weapons>],HOMS : Al-Khaldeeye,CW_1029,Use of illegal weapons
,Casualties of the chemical attack on Khalidiyah,Coordinating Khalidiya in Homs,إكتظاظ المشفى الميداني با الجرحى نتيجة القصف بالغازات السامة على حي الخالدية بحمص,2013-07-05 00:00:00+00:00,34.745732,36.720042,[<Weapon: Chemical Weapons>],HOMS : Al-Khaldeeye,CW_1030,Use of illegal weapons
ePBuzfzDt80,The testimony of one of the doctors explaining the symptoms as a result of the chemical gas attack as well as the information about the gas used,,شهادة أحد الأطباء المشرفين على الحالات مع توضيح لنوع الغاز المستخدم,2013-05-26 07:02:00+00:00,,,[<Weapon: Chemical Weapons>],DAMASCUS : Marj al sultan,CW_1376,Use of illegal weapons
,Casualties of the chemical attack in Adra were transfered to Duma medical office,Fadi Abdullah who is a citizen reporter in Duma,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,2013-05-24 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1020,Use of illegal weapons
,Casualties of the chemical attack in Adra were transfered to Duma medical office,Fadi Abdullah who is a citizen reporter in Duma,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,2013-05-24 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1021,Use of illegal weapons
,Casualties of the chemical attack in Adra were transfered to Duma medical office,Fadi Abdullah who is a citizen reporter in Duma,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,2013-05-24 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1022,Use of illegal weapons
,Casualties of the chemical attack in Adra were transfered to Duma medical office,Fadi Abdullah who is a citizen reporter in Duma,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,2013-05-24 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1023,Use of illegal weapons
,Casualties of the chemical attack in Adra were transfered to Duma medical office,Fadi Abdullah who is a citizen reporter in Duma,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,2013-05-24 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1024,Use of illegal weapons
